S	Rodzaj	Symbol	Nazwa	Stan	Dostępne	J.m.	hurtowa netto	hurtowa brutto	Opis	CN
 	towar	PL/400 MAT	PLAK 400ML MAT	0	0	szt.	0	0		
 	towar	PL/400	PLAK 400ML	0	0	szt.	11,14	13,7		3405 30 00
 	towar	PL2R/10	PLAK 2R 10KG	0	0	szt.	193,23	237,67	do konserwacji plastików	3405 30 00
 	towar	PL/200	PLAK 200ML	0	0	szt.	7,57	9,31	nabłyszczający	3405 30 00
 	towar	SCPLAK-16KG	PLAK 16KG 	0	0	szt.	469	576,87		
 	towar	IRCHA/PLAK	PLAK-  IRCHA NATURALNA 13,9 DM	0	0	szt.	18,75	23,06		
 	towar	PLM/600	PLAK  600ML MAT	0	0	szt.	15,92	19,58		3405 30 00
 	towar	PLD	Pistolet, lanca z dyszą	0	0	szt.	0	0		
 	towar	PIST/Z OB	Pistolet ze złączem obrotowym	0	0	szt.	0	0	Aburus	
 	towar	PISTOLET/2	PISTOLET ZE ZŁĄCZEM OBR. LANCĄ I REDUKCJAMI	0	0	szt.	0	0	Aburus, komplet 	
 	towar	PZR	PISTOLET Z REGULACJĄ	0	0	szt.	0	0		
 	towar	PISTOLET	PISTOLET Z PRZEDŁ.	0	0	szt.	0	0		
 	towar	0702409927	PISTOLET Z LANCĄ DO OPRYSKIWACZA 600	0	0	szt.	0	0		
 	towar	0702405313	PISTOLET Z LANCĄ 1200 -PLASTIK	0	0	szt.	0	0	do ziornika natrysku chemii 030	
 	towar	IO/7	PISTOLET Z LANCĄ - INŻEKTOR OPRYSKU	0	0	szt.	0	0	WEGA, inżektor taki jak z Easy Wash	
 	towar	PZL	Pistolet z lancą	0	0	szt.	0	0		
 	towar	CUP3000	Pistolet wysokociśnieniowy CUP3000	0	0	szt.	0	0		
 	towar	PW/6726	PISTOLET WYDMUCHOWY Z LANCĄ 	0	0	szt.	0	0	BP 70	
 	towar	GW3/8-GW1/4	PISTOLET R+M ECOLINE  GW3/8-GW1/4	0	0	szt.	0	0		
 	towar	PIST	PISTOLET PRO S'10 3/8M TYP KEV	0	0	szt.	0	0	6.601.0001 , Lavor	
 	towar	6.605.0207	PISTOLET PRO S'10 3/8 TYP KEV type 2	0	0	szt.	254,3	312,79	Lavor	
 	towar	07022011689	PISTOLET MV925 M22M-1/4F INOX	0	0	szt.	0	0	310bar 30l/min	
 	towar	P/9200(2)	Pistolet MV9200 ze stałym obiegiem	0	0	szt.	0	0	3,/8'F - 1/4'F	
 	towar	0700199000	PISTOLET MV9200 MM22M - M22M	0	0	szt.	0	0	25l/min 280 bar.	
 	towar	0202105010	Pistolet MV9200 - M22M-M22M	0	0	szt.	0	0	M22-M22 280 bar 25 l/min. oryginał	
 	towar	0703409920	Pistolet MV9200  M22M-M22F	0	0	szt.	0	0	typ "Kr"	
 	towar	0202105011	Pistolet MV9200 - M22-1/4 F	0	0	szt.	0	0	M22-1/4 F, 25l/min, 280 bar,150C	
 	towar	P/M9200	Pistolet MV9200	0	0	szt.	0	0	M22M-M22F; z przedłużką MT2	
 	towar	0702201013	Pistolet MV2005 M22M-1/4" F	0	0	szt.	0	0	255 bar 30l/min 160 st.C	
 	towar	0702201015	PISTOLET MV2005 3/8 M- 1/4M 	0	0	szt.	0	0	255 bar. 30l/min 160 C	
 	towar	PISTOLET/MV	Pistolet MV 2005	0	0	szt.	0	0		
 	towar	P/2000	Pistolet MV 2000	0	0	szt.	0	0		
 	towar	LP/P	Pistolet lancy rozpylacza	0	0	szt.	0	0	pistolet zbiornika natrysku chemii 	
 	towar	PDP	PISTOLET DO POMPOWANIA	0	0	szt.	0	0		
 	towar	ST2300-1	PISTOLET DO OP. TYPU ST-2300	0	0	szt.	0	0	inżektor -Nerta	
 	towar	0702409905	Pistolet Astra  M22M-M22F z pezedłużką HW	0	0	szt.	0	0		
 	towar	4775-443	Pistolet 8mm	0	0	szt.	0	0		
 	towar	4775-270	Pistolet 60 mm	0	0	szt.	0	0		
 	towar	PIST/I	PISTOLET - POLY	0	0	szt.	0	0	do inżektora	
 	towar	AS7152	PIÓRO WYCIERACZKI 610/24" SPECIAL	0	0	szt.	0	0		
 	towar	600	PIÓRO WYCIERACZKI 600 MM 1 SZT.	0	0	szt.	0	0		
 	towar	AS7151	PIÓRO WYCIERACZKI 580/23" SPECIAL	0	0	szt.	0	0		
 	towar	AS7150	PIÓRO WYCIERACZKI 560/22"SPECIAL	0	0	szt.	0	0		
 	towar	560	PIÓRO WYCIERACZKI 560 MM 1 SZT.	0	0	szt.	0	0		
 	towar	530-P	PIÓRO WYCIERACZKI 530 MM PŁASKIE	0	0	szt.	0	0	Auchan	
 	towar	510-P	PIÓRO WYCIERACZKI 510 MM PŁASKIE	0	0	szt.	0	0	Auchan	
 	towar	510	PIÓRO WYCIERACZKI 510 MM 1 SZT.	0	0	szt.	0	0		
 	towar	480-P	PIÓRO WYCIERACZKI 480 MM PŁASKIE	0	0	szt.	0	0	Auchan	
 	towar	480	PIÓRO WYCIERACZKI 480 MM 1 SZT.	0	0	szt.	0	0		
 	towar	450-P	PIÓRO WYCIERACZKI 450 MM PŁASKIE	0	0	szt.	0	0	Auchan	
 	towar	450	PIÓRO WYCIERACZKI 450 MM 1 SZT.	0	0	szt.	0	0		
 	towar	350	PIÓRO WYCIERACZKI 350 MM 1 SZT.	0	0	szt.	0	0		
 	towar	330	PIÓRO WYCIERACZKI 330 MM 1 SZT.	0	0	szt.	0	0		
 	towar	AS7141	PIÓRO WYCIERACZKI 280/11" SPECIAL	0	0	szt.	0	0		
 	towar	280	PIÓRO WYCIERACZKI 280 MM 1 SZT.	0	0	szt.	0	0		
 	towar	530	PIÓRO WYCIERACZKI  530 MM	0	0	szt.	0	0		
 	towar	410-P	PIÓRO WYCCIERACZKI 410 MM PŁASKIE	0	0	szt.	0	0	Auchan	
 	towar	18604	PIÓRA WYCIERACZKA700 mm	0	0	szt.	0	0		
 	towar	18603	PIÓRA WYCIERACZKA	0	0	szt.	0	0		
 	towar	18606	PIÓRA 510mm	0	0	szt.	10,65	13,1		
 	towar	18605	PIÓRA 480mm	0	0	szt.	10,65	13,1		
 	towar	PIŁKA	PIŁKA SONAX	0	0	szt.	0	0		
 	towar	PILOT	PILOT CAME SPACE SP2	0	0	szt.	0	0		
 	towar	PILARKA	Pilarka spalinowa HQV 345E	0	0	szt.	0	0		
 	towar	D.9.5	Pierścień zabezpieczający D.9.5x14x1,5	0	0	szt.	0	0		
 	towar	PZ/D	Pierścień zabezpieczający D.22x25x1,5	0	0	szt.	0	0		
 	towar	PZ	Pierścień zabezpieczający	0	0	szt.	0	0		
 	towar	41035	PIERŚCIEŃ SPRĘŻYNY DO NURNIKA 	0	0	szt.	2,72	3,35	18MM	
 	towar	40048	PIERŚCIEŃ SPRĘŻYNY DO NURNIKA	0	0	szt.	0	0		
 	towar	40507	PIERŚCIEŃ MOSIĘŻNY PROWADNICY NURNIKA	0	0	szt.	0	0		
 	towar	410152	PIERŚCIEŃ MOSIĘŻNY PROWADNICY NURNIKA	0	0	szt.	26,25	32,29		
 	towar	41066	PIERŚCIEŃ MOSIĘŻNY	0	0	szt.	26,25	32,29		
 	towar	PD	Pierścień dystansowy	0	0	szt.	0	0		
 	towar	6365-052	Pierścień 20x28x6/8	0	0	szt.	0	0		
 	towar	P18286	Pierścień 18x28x6	0	0	szt.	0	0		
 	towar	P18266	Pierścień 18x26x5,4	0	0	szt.	0	0		
 	towar	P16244	Pierścień 16x24x4	0	0	szt.	0	0		
 	towar	P14227	Pierścień 14x22x7	0	0	szt.	0	0		
 	towar	PT/10	PIELUCHY TETRA 80cmX80cmX10+1	0	0	szt.	0	0		
 	usługa	P/B	PIEKARNIK BOSCH	0	0	szt.	0	0	HBA43S450E	
 	towar	PIASK	Piaskarka	0	0	kpl.	0	0		
 	towar	PIASEK/20	PIASEK 20 KG	0	0	szt.	0	0		
 	towar	WTV.1186	Pianownica Venus Super Foamer HD ALKA LINE 2 L-box	0	0	szt.	86,85	106,83		
 	towar	WTV.1185	Pianownica Venus Super Foamer HD ACID LINE 2 L-box	0	0	szt.	86,85	106,83		
 	towar	WTO.0336	Pianownica ORION SUPER ALKA LINE V - 6	0	0	szt.	297,4	365,8		
 	towar	WTO.1290	Pianownica ORION PRO+ V-6 ACID LINE	0	0	szt.	297,4	365,8		
 	towar	WTO.0772	PIANOWNICA- ORION PRO+ 6 L	0	0	szt.	308,95	380,01		
 	towar	VENUS 3/360	PIANOWNICA FOAMER CLEANING VENUS SUPER 2 L- BOX	0	0	szt.	86,85	106,83	WTV.1184	
 	towar	61809050	PIANKA OCHRONNA DO RĄK DERMA PLUS 150 ML 	0	0	szt.	0	0	forch Derma Plus	
 	towar	STP.TS	Pianka do tapicerki TUFF STUFF 500ML.	0	0	szt.	0	0	KOD 30-034	
 	towar	206.300	PIANKA DO TAPICERKI I ALCANTARY 400ML	0	0	szt.	26,98	33,19	Xtreme	3402 20 90
 	towar	374.200	PIANKA DO SZYB 300ML	0	0	szt.	10,99	13,52	wycofany	
 	towar	435.300	PIANKA DO OPON 400ML	0	0	szt.	27,98	34,42		3405 30 00
 	towar	870.300	PIANKA DO KONSERWACJI METALI NIELAKIEROWANYCH 400M	0	0	szt.	12,99	15,98	wycofany, professional	
 	towar	CARAMBA/PIANKA	PIANKA DO KOKPITU BEZ SILIKONU	0	0	szt.	27,9	34,32	CARAMBA, TOYOTA  KOD PRODUKTU:61310001	
 	towar	CARAMBA/PIANKA-REKL,	PIANKA DO KOKPITU BEZ SILIKONU	0	0	szt.	27,9	34,32	REKLAMACJA	
 	towar	PIANKA	PIANKA DO GOLENIA GILLETTE	0	0	szt.	0	0		
 	towar	306.200	PIANKA DO CZYSZCZENIA TAPICERKI 400ML	0	0	szt.	18,98	23,35		3402 20 90
 	towar	289.100	PIANKA DO CZYSZCZENIA SKÓRY XTREME 250ML.	0	0	szt.	32,98	40,57		3405 10 00
 	towar	289.300	PIANKA DO CZYSZCZENIA SKÓRY 400ml.	0	0	szt.	35,11	43,19	wycofany, Profiline	3405 10 00
 	towar	4147	PIANKA DO CZYSZCZENIA KLIMATYZACJI - 400ML	0	0	szt.	11,5	14,15	SJD	
 	towar	PSAP/25	PIANA SUPER AKTYWNA PERFUMOWANA 25L (26kg)	0	0	szt.	282,75	347,78		
 	towar	617.705	PIANA NABŁYSZCZAJĄCA 25L.  	0	0	szt.	986,73	1213,68	wycofany, koncentrat, seria Limit, aktualizacja ceny 29.07.2015 BS -dost 5 szt w Parysie	
 	towar	668.705	PIANA NABŁYSZCZAJĄCA 25L.	0	0	szt.	986,73	1213,68	DOSTĘPNY W PARYSIE..26.01.2017 BS	
 	towar	SC10820/30	PIANA MALINA 30KG	0	0	szt.	330	405,9	silnie pieniący, zapachowy, mycie ręczne i maszynowe	
 	towar	SC10820/10	PIANA MALINA 10KG	0	0	szt.	120	147,6	silnie pieniący, zapachowy, mycie ręczne i maszynowe	
 	towar	619.700	PIANA AKTYWNA O ZAPACHU JABŁKA 20L	0	0	szt.	232	285,36	koncentrat, seria Limit	
 	towar	641.700	PIANA AKTYWNA FORMUŁA PLUS - 641	0	0	szt.	241	296,43		
 	towar	608.705	PIANA AKTYWNA CYTRYNOWA 25L- 608	0	0	szt.	480,87	591,47	wycofany, koncentrat, seria Limit	3402 90 90
 	towar	608.700	PIANA AKTYWNA CYTRYNOWA 20L - 608	0	0	szt.	480,87	591,47	wycofany, koncentrat, seria Limit	3402 90 90
 	towar	BK24526	Piana aktywna BOTTARI 1L 	0	0	szt.	10,79	13,27	Bottari	
 	towar	648.705	PIANA AKTYWNA - BERRY 25 L -648	0	0	szt.	723,38	889,76		
 	towar	PA/5	Piana aktywna	0	0	szt.	0	0		
 	towar	2040	PH2040	0	0	szt.	0	0		
 	towar	P36	Pędzelki 15 szt.	0	0	szt.	0	0		
 	towar	491.500	PĘDZEL UNIWERSALNY	0	0	szt.	45,98	56,56	długi	
 	towar	491.600	PĘDZEL DO CZYSZCZENIA WNĘTRZA	0	0	szt.	33,41	41,09	krótki	
 	towar	215	Pędzel 	0	0	szt.	0	0		
 	towar	PERRONAC/30	PERRONAC 5 - 30L	0	0	szt.	499,2	539,14	do odkamieniania lini wodnych w kurnikach, -25% OD CENNIKA DLA KRYPNA (MARTYNY KUZYNKA)	
 	towar	PERRC/30 -NIE	PERRONAC 	0	0	szt.	465	571,95	kwaśny preparat czyszcząco- odkamieniający na bazie kwasu nadoctowego i nadtlenku wodoru; stężenie 2%. 	
 	towar	M106//005	PERLL 5L	0	0	szt.	36,48	44,87		
 	towar	M451	PERFEKTOR BLACK - pistolet do prania tapicerki	0	0	szt.	250	307,5	K2, pistolet z metalowym łożyskiem	
 	towar	M450	PERFEKTOR	0	0	szt.	155	190,65	K2,pistolet do czyszczenia wnętrza auta, pneumatyczny	
 	towar	G440/1	PERFEKT G440 1L	0	0	szt.	9,5	11,69		
 	towar	PP/1	PERFECT POLISH 1L	0	0	szt.	60,98	75,01		
 	towar	PP/05	PERFECT POLISH 0,5L	0	0	szt.	35,78	44,01		
 	towar	PP/1-N	PERFECT POL 1L - N	0	0	szt.	37	45,51	PERFEKT POLISH	
 	towar	RO-112/5	PER MOBIL 5 L	0	0	szt.	68,44	84,18		
 	towar	RO-112/1	Per Mobil 1L	0	0	szt.	19,66	24,18		
 	towar	RO-112/10	Per Mobil 10kg	0	0	szt.	131,83	162,15		
 	towar	PENETRUS/200ML	PENETRUS -  200ML	0	0	szt.	9,36	11,51		
 	towar	239.200	PENETRATOR WIELOFUNKCYJNY 300ML	0	0	szt.	14,05	17,28	wycofany 	
 	towar	329.200	PENETRATOR DO ŚRUB 300 ML	0	0	szt.	7,3	8,98	wycofany	
 	towar	PENETRATOR/0,5	PENETRATOR 0,5 KG	0	0	szt.	24,47	30,1	Tenzi, granulki do udrażniania rur	
 	towar	4610	PENETRANT Z MOS2 400ml	0	0	szt.	0	0		
 	towar	PN200	PENETRANT Z MOS2 -  400 ML	0	0	szt.	0	0	ENYRUN	
 	towar	37525	PELEC	0	0	szt.	4	4,92		
 	towar	AP622	PC-1000 Usuwanie grzybów, pleśni i mchów 1 l	0	0	szt.	25,27	31,08		
 	towar	DP26/700	PC-1 700 ML	0	0	szt.	57,29	70,47		
 	towar	PATELNIA	PATELNIA	0	0	szt.	0	0		
 	towar	HI-6	PASTA ŻELOWA 5L	0	0	szt.	0	0		
 	towar	316.200	PASTA WOSKOWA 250ML	0	0	szt.	19,98	24,58	wycofany	
 	towar	320.141	PASTA ŚCIERNA DO LAKIERU 250ML SP06-02	0	0	szt.	38,88	47,82		3405 30 00
 	towar	319.141	PASTA ŚCIERNA 250ML FS 05-04	0	0	szt.	52,9	65,07	PROFILINE  05/04	3405 30 00
 	towar	319.500	PASTA ŚCIERNA  5L	0	0	szt.	220,6	271,34	ścierna 5 / poł. 3	3405 30 00
 	towar	P/10	Pasta SANDEXON EXTRA 10L	0	0	szt.	0	0		
 	towar	SAM	PASTA SAM 250 ml	0	0	szt.	0	0		
 	towar	553.100	PASTA NAPRAWCZA DO TŁUMIKÓW 200G	0	0	szt.	14,98	18,43		
 	towar	TURBO	PASTA NANO TURBO 120G.	0	0	szt.	0	0		
 	towar	PASTA	PASTA MYJĄCA DO RĄK 5 L	0	0	szt.	0	0	Konrys	
 	towar	SC10500/3	PASTA MYJĄCA DO RĄK 3KG	0	0	szt.	37	45,51	gruboziarnista, PROMOCJA	
 	towar	SC10500/10	PASTA MYJĄCA DO RĄK 10KG	0	0	szt.	0	0	Dimar, gruboziarnista,trocinowa, zmywa smar, olej i farbę drukarską	
 	towar	1018949	PASTA MYJĄCA DO RĄK 10KG	0	0	szt.	97,4	119,8	Motorcraft	
 	towar	SC10500/0,5	PASTA MYJACA DO RĄK 0,5 KG	0	0	szt.	10,18	12,52	GRUBOZIARNISTA	
 	towar	552.000	PASTA MONTERSKA  DO TŁUMIKÓW 170 G	0	0	szt.	14,98	18,43		3214 90 00
 	towar	6580 5952	PASTA MONT.OPON CZARNA PO (5 KG)	0	0	szt.	0	0	Forch Polska S432	
 	towar	PASTA/MIODOWA	PASTA MIODOWA DO PODŁOG	0	0	szt.	0	0	Chemdom	
 	towar	6519 5000	PASTA MIEDŹ.SPRAY 300 ML S425	0	0	szt.	0	0	Forch	
 	towar	800.200	PASTA MIEDZIOWA 300ML	0	0	szt.	26,55	32,66	wycofany, professional	
 	towar	CARAMBA/60268176	PASTA MIEDZIANA 200G	0	0	szt.	0	0		3403 19 80
 	towar	PM/4	Pasta Majster 4L	0	0	szt.	40	49,2		
 	towar	PM/120	Pasta Majster 120KG	0	0	szt.	897	1103,31		
 	towar	PM/10	Pasta Majster 10L	0	0	szt.	95	116,85		
 	towar	PM/05	Pasta Majster 0,5L	0	0	szt.	5,8	7,13		
 	towar	320.100	PASTA LEKKOŚCIERNA 75ML	0	0	szt.	15,98	19,66		3405 30 00
 	towar	320.300	PASTA LEKKOŚCIERNA 1L	0	0	szt.	106,88	131,46	25%	
 	towar	GP24457	Pasta lekkościerna 190 ml GRAND PRIX	0	0	szt.	10,2	12,55	Botari	
 	towar	HI-9	PASTA EILFIX 10L	0	0	szt.	0	0	Flesz ,pasta do mycia rąk	
 	towar	ELFIX /0,5 - NIE	PASTA EILFIX 0,5L	0	0	szt.	0	0		
 	towar	HI-0,5	PASTA EILFIX 0,5 L	0	0	szt.	0	0	Flesz	
 	towar	COLGATE	PASTA DO ZĘBÓW COLGATE 100ML	0	0	szt.	0	0		
 	towar	SHINE	PASTA DO RĄK HANDPASTE	0	0	szt.	0	0		
 	towar	KR0901011	PASTA DO RĄK HAND CLEANER 750 ML /KRYPTON/	0	0	szt.	19,6	24,11	KRYPTON	
 	towar	KR0901013	PASTA DO RĄK HAND CLEANER 3 L /KRYPTON/	0	0	szt.	97	119,31	KRYPTON z DOZOWNIKIEM	
 	towar	CARAMBA/693405	PASTA DO MYCIA RĄK 500ML	0	0	szt.	18,48	22,73		
 	towar	6980510	PASTA DO MYCIA RĄK 10L	0	0	szt.	0	0	CARAMBA	
 	towar	308.000	PASTA DO CZĘŚCI CHROMOWYCH 75ML.	0	0	szt.	12,97	15,95		3405 90 10
 	towar	820.300	PASTA CYNKOWO-ALUMINIOWA 400 ml	0	0	szt.	23,9	29,4	wycofany, professional	
 	towar	803.200	PASTA CERAMICZNA 300ML	0	0	szt.	26,55	32,66	wycofany,professional	
 	towar	6519 5100	PASTA CERAM. SPRAY 400 ML S428	0	0	szt.	0	0	Forch Polska	
 	towar	BHP/S 	PASTA BHP 500G.	0	0	szt.	0	0	CHemdom, piasek Maniek	
 	towar	BHP	PASTA BHP 500G - mydlana	0	0	szt.	0	0	Chemdom	
 	towar	PASTA/ARA	PASTA ARA LUKSUSOWA DO PODŁÓG	0	0	szt.	0	0	Chemdom	
 	towar	801.200	PASTA ALUMINIOWA 300ML	0	0	szt.	26,55	32,66	wycofany, professional	
 	towar	0031	PASEK ANTYSTATYCZNY	0	0	szt.	3,91	4,81		
 	towar	PK3	PAS TRANSPORTOWY + NAPINACZ 5t 8m.	0	0	szt.	0	0		
 	towar	PK3(1)	PAS TRANSPORTOWY + NAPINACZ 5t 10m.	0	0	szt.	0	0		
 	towar	301(1)	PAS ŚCIĄGAJĄCY 3m	0	0	szt.	0	0		
 	usługa	301  NIE	PAS ŚCIĄGAJĄCY 3m	0	0	szt.	0	0		
 	towar	PK2	PAS ŚCIĄGAJĄCY 0,5T 5m/0,25	0	0	szt.	0	0		
 	towar	PK1	PAS ŚCIĄGAJĄCY 0,5T 4m/0,25	0	0	szt.	0	0		
 	usługa	60	PAS ŚCIĄGAJĄCY + NAPINACZ 5 t  6 m	0	0	szt.	0	0		
 	towar	PAROWAR	PAROWAR 800 W	0	0	szt.	0	0	Lidl	
 	towar	PB	PARBAKS 16mm	0	0	szt.	0	0		
 	towar	14123	PARBAKS 	0	0	szt.	11,32	13,92	8 mm do K155	
 	towar	PB/4	PARABAKS 4	0	0	szt.	0	0		
 	towar	BIS/ZZ	PAPIER TOALETOWY ZZ 9000	0	0	szt.	0	0	2w, 250x 36,biały	
 	towar	BIS/MB	Papier toaletowy szary bielona  2w	0	0	szt.	0	0	jumbo,bielona  75 %	
 	towar	BIS/ LUCART	PAPIER TOALETOWY STRONG 10	0	0	op.	0	0	LUCART, 811766 , worek -12 op.	
 	towar	812169	PAPIER TOALETOWY STRONG  L-ONE MINI 180	0	0	szt.	0	0	Lucart biały ,2 warst., 180 m,900 list. (812169)	
 	towar	CON2	Papier toaletowy STANDARD a'64	0	0	wor.	0	0		
 	towar	ZZ/MEDIX	PAPIER TOALETOWY SKŁADANY DO DOZOWNIKÓW 	0	0	szt.	0	0	MEDIX, 9000tys listków, V ELLIS składany do doz. A'225/40 , 12x21cm	
 	towar	BIS/OLEE	Papier toaletowy OLEE - 64 szt	0	0	szt.	0	0	makulatura szara ,  8 * 8 szt	
 	towar	BIS/MAX	Papier toaletowy MAX  1w - 48 szt	0	0	szt.	0	0	szara makulatura ,worek, 4 * 12 szt	
 	towar	10470	Papier toaletowy KATRIN	0	0	worek	0	0		
 	towar	CON10	PAPIER TOALETOWY JUMBO 	0	0	szt.	0	0	szary makulatura	
 	towar	812170	PAPIER TOALETOWY ECONATURAL  L-ONE MINI 180	0	0	szt.	0	0	Lucart, latte, 2 warst., 180 m, 900 list. (812506)	
 	towar	BIS/M2-ZGRZEWKA	PAPIER TOALETOWY CELULOZA 2wA'64	0	0	op.	0	0	409742, paparnet,180 lis.(413395)	
 	towar	BIS/M2 - NIE	PAPIER TOALETOWY CELULOZA 2w A'64	0	0	szt.	0	0	409742, paparnet,180 lis.(413395)	
 	towar	BIS/K	PAPIER TOALETOWY CELULOZA 2w - 80szt.	0	0	szt.	0	0	kolor,(4 szt. * 20 opak)	
 	towar	BIS/K1	PAPIER TOALETOWY CELULOZA 2w - 80szt.	0	0	szt.	0	0	ELFI, kolor( 8 szt * 20 opak)celuloza ZGRZEWKA - 6,50 ZŁ BRUTTO	
 	towar	BIS /2CEL	PAPIER TOALETOWY CELULOZA 2w	0	0	szt.	0	0	Jumbo-biały, Higiena Katrin Plus  NL/16358	
 	towar	CL/P	PAPIER TOALETOWY celuloza 2w	0	0	szt.	0	0	Grite, 56 szt.,BARTER	
 	towar	BIS/3CEL	PAPIER TOALETOWY CELULOZA 2w	0	0	szt.	0	0	CELTEX	
 	towar	BIS/2CEL- S	PAPIER TOALETOWY CELULOZA 2 w	0	0	szt.	0	0	Higiena ,Jumbo (dla Spectrum)	
 	towar	KATR/2W	Papier toaletowy BIS-2w	0	0	szt.	0	0		
 	towar	BIS 2	PAPIER TOALETOWY BIS/2x17	0	0	szt.	0	0		
 	towar	BIS-1A	PAPIER TOALETOWY BIS /1W	0	0	szt.	0	0	KOMA, Jumbo- szary,(D) A*1/12/rls	
 	towar	BIS/MB1	PAPIER TOALETOWY BIELONY 2w	0	0	szt.	0	0	celuloza + makul.	
 	towar	BIS/C3-ZGRZEWKA	PAPIER TOALETOWY 3W CELULOZA  A*8	0	0	op.	0	0	(ZEFIR) (8szt.* 8opak.) celuloza 30 mb 	
 	towar	BIS/2CEL-C	PAPIER TOALETOWY 2w PROFIT	0	0	szt.	0	0	Flesz,Jumbo Indeks: 1.02.016 (dla Ciszewskich) Dafi jumbo 2w klej B75% 130MB 	5907 76 00
 	towar	BIS/404521	PAPIER TOALETOWY 2W 250	0	0	szt.	0	0		
 	towar	CL/PT	PAPIER TOALETOWY 2w	0	0	szt.	0	0	cel.- mak, big-roll ,BARTER	
 	towar	BIS/2B	PAPIER TOALETOWY 2W 	0	0	szt.	0	0	makulatura bielona 75%,	
 	towar	BIS/M4	PAPIER TOALETOWY 2 w KATRIN	0	0	szt.	0	0	Higiena ,op. 40 szt., KATRIN, 2w, 200 list., 23,4 m x9,4 cm	
 	towar	11296	Papier toaletowy  KATRIN Celuloza	0	0	szt.	0	0	40 szt.	
 	towar	BIS-B/3W FAMILY	Papier toaletowy  Grite Family op.A'8. 	0	0	szt.	0	0	,makulatura biała ,  8 * 7szt , 3-warst.	
 	towar	BISSZ/3W(1)	Papier toaletowy  Grite Ecological-op.- 72 szt.	0	0	szt.	0	0	Energoutil ,makulatura szara , A. 24/3  , 3-warst.	
 	towar	BISSZ/3W	Papier toaletowy  Grite Ecological-op.- 54 szt.	0	0	szt.	0	0	Energoutil ,makulatura szara ,  8 * 7szt , 3-warst.	
 	towar	BISSZ/ ZGRZEWKA	Papier toaletowy  Bunny Soft-op.- 8 szt.	0	0	szt.	0	0	Energoutil ,makulatura szara ,  8 * 8 szt	
 	towar	BISSZ/1W	Papier toaletowy  Bunny Soft-op.- 64 szt.	0	0	szt.	0	0	Energoutil ,makulatura szara ,  8 * 8 szt	
 	towar	BIS/M3	PAPIER TOALETOWY - 3w/72szt	0	0	szt.	0	0	404901;(8 szt. *9 opak), mak.250,  WEPA 037060 3 w mak.	
 	towar	BIS/S	PAPIER TOALETOWY  2W MAK. A'24	0	0	szt.	0	0	ELFI , 66M A24 ASKO .BIAŁY	
 	towar	 BIS/FINESSE MAŁA	PAPIER TOALET.FINESSE MAŁA CELUL. 3W A'10	0	0	szt.	0	0	Multichem	
 	towar	 BIS/ FINESSE FAMILY	PAPIER TOALET.FINESSE FAMILY CELUL 3W A"16	0	0	szt.	0	0	Multichem	
 	towar	BIS-1	PAPIER TOALET.BIS/1x32/K	0	0	szt.	0	0	ROK 2010 CENA: 2,29; nowa cena na dzień 01.06.2008 cennikowa 2,00 netto, zakup 1,56 netto	
 	towar	BIS/ BASIC	PAPIER TOALET. BASIC CELULOZA 2W A'8	0	0	szt.	0	0	Multichem, Bunny Soft, BASIC	
 	towar	PNW	Panewka 	0	0	szt.	0	0		
 	towar	DT07/5	PANELE LAMINOWANE 5 L	0	0	szt.	62,88	77,34		3402 20 90
 	towar	DT07/1	PANELE LAMINOWANE 1L	0	0	szt.	18,86	23,2	 	3402 20 90
 	towar	PANEL	PANEL,ZS	0	0	szt.	0	0	M801545z01	
 	towar	PSZ/5	PAN SAMOCHODZIK 5L -  Zima -22 C	0	0	szt.	6,85	8,43	gotowy do użytku	
 	towar	PS/5	PAN SAMOCHODZIK 5L -  Zima -20`C	0	0	szt.	8,49	10,44	gotowy do użytku	
 	towar	PS80/5	PAN SAMOCHODZIK 5L -  Zima - 80C - Koncentrat	0	0	szt.	16,02	19,7	koncentrat -80`C	
 	towar	PSL/5	PAN SAMOCHODZIK 5L -  Letni 	0	0	szt.	0	0	gotowy do użytku	
 	towar	PSA/1	PAN SAMOCHODZIK 1L - Zima  - 22 C	0	0	szt.	2,38	2,93	gotowy do użytku	
 	towar	PALETOPOJEMNIK	PALETOPOJEMNIK 1000 L	0	0	szt.	0	0		
 	towar	38256	PALEC UNO	0	0	szt.	2,1	2,58		
 	towar	38716	PALEC ROZDZIELACZA ŁADA SAMARA	0	0	szt.	4	4,92		
 	towar	38714	PALEC ROZDZIELACZA ŁADA	0	0	szt.	4	4,92		
 	towar	38233	PALEC F-125/POLONEZ	0	0	szt.	3,5	4,31		
 	towar	38255	PALEC	0	0	szt.	4,1	5,04		
 	towar	37694	PALEC	0	0	szt.	2,3	2,83		
 	towar	37555	PALEC	0	0	szt.	4	4,92		
 	towar	37526	PALEC	0	0	szt.	4	4,92		
 	towar	PC/1	PAINT-CONTROL 1kg	0	0	szt.	65	79,95		
 	towar	PC/04	PAINT CONTROL 0,4kg	0	0	szt.	0	0		
 	towar	PB/8	PAEBAKS 8	0	0	szt.	0	0		
 	towar	PB/7	PAEBAKS 7	0	0	szt.	0	0		
 	towar	PB/16	PAEBAKS 16	0	0	szt.	0	0		
 	towar	L-00030	PAD13* CZERWONY	0	0	szt.	0	0	LAVOR	
