data_int	numer	kontrahent	nip	netto	brutto_proxy
79606	F/000425/18	NULL		1109.30	1109.30
79606	P/000114/18	NULL		90.45	90.45
79606	F/000416/18	NULL		623.28	623.28
79606	FS-5613/18/WA	NULL		1023.12	1023.12
79606	P/000111/18	NULL		17.20	17.20
79606	F/00942/18	NULL		930.20	930.20
79606	F/000415/18	NULL		295.61	295.61
79606	F/000419/18	NULL		54.00	54.00
79607	F/000440/18	NULL		464.63	464.63
79607	F/000432/18	NULL		813.00	813.00
79607	P/000123/18	NULL		80.26	80.26
79607	P/000120/18	NULL		9.76	9.76
79607	FA/6543/2018	NULL		168.23	168.23
79607	F/000438/18	NULL		96.50	96.50
79607	P/000124/18	NULL		119.98	119.98
79607	FS-17/19/WA	NULL		1687.80	1687.80
79607	P/000128/18	NULL		68.80	68.80
79607	P/000127/18	NULL		34.70	34.70
79607	F/000434/18	NULL		253.78	253.78
79607	F/000431/18	NULL		195.46	195.46
79607	P/000122/18	NULL		55.76	55.76
79607	F/000437/18	NULL		192.00	192.00
79607	F/000429/18	NULL		31.44	31.44
79607	FV/0082/12/2018	NULL		1639.44	1639.44
79607	P/000125/18	NULL		20.70	20.70
79607	F/000428/18	NULL		250.00	250.00
79607	P/000119/18	NULL		483.66	483.66
79607	F/000433/18	NULL		210.00	210.00
79607	F/000435/18	NULL		39.84	39.84
79607	F/000442/18	NULL		235.76	235.76
79607	P/000126/18	NULL		11.78	11.78
79607	F/000441/18	NULL		125.76	125.76
79607	F/000427/18	NULL		157.91	157.91
79607	F/000430/18	NULL		79.63	79.63
79607	P/000121/18	NULL		46.00	46.00
79607	F/000436/18	NULL		180.16	180.16
79607	F/000439/18	NULL		60.98	60.98
79608	P/000132/18	NULL		75.58	75.58
79608	P/000134/18	NULL		6.50	6.50
79608	F/000465/18	NULL		136.94	136.94
79608	F/00944/18	NULL		198.96	198.96
79608	P/000136/18	NULL		53.31	53.31
79608	F/000454/18	NULL		208.30	208.30
79608	F/000463/18	NULL		200.62	200.62
79608	F/000443/18	NULL		25.20	25.20
79608	P/000133/18	NULL		3.41	3.41
79608	F/000455/18	NULL		205.66	205.66
79608	P/000135/18	NULL		44.97	44.97
79608	F/000456/18	NULL		253.85	253.85
79608	P/000129/18	NULL		32.52	32.52
79608	F/000464/18	NULL		187.50	187.50
79608	FV/3659/KN/2018	NULL		1449.12	1449.12
79608	F/000462/18	NULL		94.48	94.48
79608	FA/6565/2018	NULL		83.88	83.88
79608	F/000451/18	NULL		957.20	957.20
79608	P/000130/18	NULL		40.80	40.80
79608	F/000460/18	NULL		65.84	65.84
79608	F/000447/18	NULL		85.54	85.54
79608	F/000445/18	NULL		80.17	80.17
79608	F/000446/18	NULL		218.09	218.09
79608	F/000458/18	NULL		85.24	85.24
79608	F/000448/18	NULL		235.00	235.00
79608	F/000461/18	NULL		1737.15	1737.15
79608	P/000131/18	NULL		37.40	37.40
79608	FV 10114/18	NULL		596.22	596.22
79608	F/000449/18	NULL		66.98	66.98
79608	F/000457/18	NULL		84.30	84.30
79608	F/000453/18	NULL		135.54	135.54
79608	F/000450/18	NULL		1170.24	1170.24
79608	F/000452/18	NULL		665.46	665.46
79608	F/000459/18	NULL		197.98	197.98
79608	F/000444/18	NULL		147.70	147.70
79608	48780/2018	NULL		222.00	222.00
79609	F/000471/18	NULL		130.88	130.88
79609	P/000137/18	NULL		16.26	16.26
79609	F/000475/18	NULL		388.51	388.51
79609	F/000474/18	NULL		1426.50	1426.50
79609	F/000476/18	NULL		255.76	255.76
79609	F/000472/18	NULL		1488.40	1488.40
79609	F/000468/18	NULL		370.41	370.41
79609	F/000466/18	NULL		25.20	25.20
79609	F/000467/18	NULL		31.44	31.44
79609	F/000473/18	NULL		39.23	39.23
79609	F/000470/18	NULL		111.67	111.67
79609	3652/2018	NULL		233.43	233.43
79609	P/000139/18	NULL		7.80	7.80
79609	F/000469/18	NULL		30.90	30.90
79609	F/000477/18	NULL		284.55	284.55
79609	P/000138/18	NULL		24.39	24.39
79612	7314/18	NULL		442.30	442.30
79612	1818010371	NULL		18369.00	18369.00
79612	F/000479/18	NULL		492.00	492.00
79612	P/000150/18	NULL		13.82	13.82
79612	F/000487/18	NULL		123.93	123.93
79612	F/000488/18	NULL		162.08	162.08
79612	P/000149/18	NULL		32.37	32.37
79612	P/000142/18	NULL		42.40	42.40
79612	F/000478/18	NULL		194.20	194.20
79612	FA/6606/2018	NULL		249.60	249.60
79612	F/000486/18	NULL		105.18	105.18
79612	F/000482/18	NULL		255.76	255.76
79612	F/000481/18	NULL		312.71	312.71
79612	F/000484/18	NULL		2200.43	2200.43
79612	F/000480/18	NULL		95.46	95.46
79612	P/000143/18	NULL		16.26	16.26
79612	P/000147/18	NULL		49.50	49.50
79612	P/000145/18	NULL		53.23	53.23
79612	F/000483/18	NULL		169.93	169.93
79612	F/000485/18	NULL		110.40	110.40
79612	P/000140/18	NULL		95.92	95.92
79612	P/000148/18	NULL		178.91	178.91
79612	P/000141/18	NULL		169.92	169.92
79612	P/000146/18	NULL		14.72	14.72
79612	P/000144/18	NULL		46.90	46.90
79612	1818010259	NULL		667.60	667.60
79613	F/000491/18	NULL		178.80	178.80
79613	F/000490/18	NULL		859.78	859.78
79613	F/000506/18	NULL		123.12	123.12
79613	F/000504/18	NULL		1565.16	1565.16
79613	F/000500/18	NULL		372.92	372.92
79613	P/000156/18	NULL		81.30	81.30
79613	P/000155/18	NULL		232.82	232.82
79613	F/000499/18	NULL		693.60	693.60
79613	F/000494/18	NULL		716.13	716.13
79613	F/000498/18	NULL		149.56	149.56
79613	P/000158/18	NULL		98.20	98.20
79613	F/000503/18	NULL		129.50	129.50
79613	F/000497/18	NULL		59.40	59.40
79613	F/000505/18	NULL		485.91	485.91
79613	F/000501/18	NULL		555.46	555.46
79613	F/00962/18	NULL		1725.00	1725.00
79613	P/000152/18	NULL		9.76	9.76
79613	F/000495/18	NULL		431.08	431.08
79613	F/000493/18	NULL		541.76	541.76
79613	F/000489/18	NULL		1967.70	1967.70
79613	F/000492/18	NULL		120.16	120.16
79613	P/000153/18	NULL		20.33	20.33
79613	F/000496/18	NULL		1117.47	1117.47
79613	P/000154/18	NULL		116.44	116.44
79613	P/000157/18	NULL		22.95	22.95
79613	F/000507/18	NULL		210.20	210.20
79613	P/000151/18	NULL		19.53	19.53
79613	F/000502/18	NULL		190.26	190.26
79614	F/000525/18	NULL		556.63	556.63
79614	019854/18	NULL		1342.00	1342.00
79614	F/000515/18	NULL		725.16	725.16
79614	F/000527/18	NULL		167.86	167.86
79614	P/000159/18	NULL		4.96	4.96
79614	P/000162/18	NULL		98.16	98.16
79614	F/000530/18	NULL		365.88	365.88
79614	F/000523/18	NULL		280.00	280.00
79614	F/000526/18	NULL		760.00	760.00
79614	P/000161/18	NULL		35.37	35.37
79614	P/000160/18	NULL		48.92	48.92
79614	F/000519/18	NULL		69.61	69.61
79614	F/000510/18	NULL		403.55	403.55
79614	F/000508/18	NULL		120.16	120.16
79614	F/000518/18	NULL		609.93	609.93
79614	F/000512/18	NULL		285.60	285.60
79614	F/000531/18	NULL		120.16	120.16
79614	F/000522/18	NULL		767.28	767.28
79614	F/000514/18	NULL		984.86	984.86
79614	F/000513/18	NULL		457.38	457.38
79614	F/000520/18	NULL		109.49	109.49
79614	F/000509/18	NULL		105.69	105.69
79614	F/000517/18	NULL		845.78	845.78
79614	F/000521/18	NULL		105.70	105.70
79614	F/000528/18	NULL		218.40	218.40
79614	F/000511/18	NULL		657.26	657.26
79614	F/000516/18	NULL		61.54	61.54
79614	F/000524/18	NULL		63.00	63.00
79614	F/000529/18	NULL		413.54	413.54
79615	F/000546/18	NULL		128.30	128.30
79615	F/000533/18	NULL		370.26	370.26
79615	3229/M-1/2018	NULL		1508.40	1508.40
79615	F/000536/18	NULL		142.57	142.57
79615	F/000534/18	NULL		422.46	422.46
79615	F/000539/18	NULL		284.36	284.36
79615	F/000548/18	NULL		79.87	79.87
79615	F/000552/18	NULL		599.02	599.02
79615	224/P/12/2018	NULL		1732.19	1732.19
79615	F/000554/18	NULL		55.60	55.60
79615	P/000166/18	NULL		54.47	54.47
79615	FV 3838/2018	NULL		2826.98	2826.98
79615	F/000556/18	NULL		67.43	67.43
79615	P/000167/18	NULL		24.39	24.39
79615	F/000541/18	NULL		113.06	113.06
79615	F/000543/18	NULL		2067.70	2067.70
79615	F/000542/18	NULL		21.83	21.83
79615	P/000164/18	NULL		19.80	19.80
79615	FA/6692/2018	NULL		35.20	35.20
79615	F/000540/18	NULL		2302.78	2302.78
79615	P/000163/18	NULL		98.81	98.81
79615	P/000165/18	NULL		44.50	44.50
79615	F/000537/18	NULL		807.48	807.48
79615	F/000550/18	NULL		2737.58	2737.58
79615	F/000558/18	NULL		546.00	546.00
79615	F/000545/18	NULL		998.76	998.76
79615	F/00968/18	NULL		1061.76	1061.76
79615	FA/4280/2018	NULL		2064.00	2064.00
79615	F/000538/18	NULL		937.50	937.50
79615	F/000551/18	NULL		40.80	40.80
79615	F/000555/18	NULL		284.20	284.20
79615	F/000557/18	NULL		2820.89	2820.89
79615	F/000547/18	NULL		228.60	228.60
79615	FA/6689/2018	NULL		159.10	159.10
79615	2845/2018	NULL		850.00	850.00
79615	F/000532/18	NULL		1186.30	1186.30
79615	F/000553/18	NULL		95.46	95.46
79615	FSK-147/18/WAK	NULL		220.68	220.68
79615	F/000769/18	NULL		4788.00	4788.00
79615	FV 10342/18	NULL		484.64	484.64
79615	F/000544/18	NULL		671.71	671.71
79615	F/000549/18	NULL		399.38	399.38
79615	F/000535/18	NULL		25.00	25.00
79616	F/000773/18	NULL		162.00	162.00
79616	F/000565/18	NULL		115.20	115.20
79616	685/12/2018	NULL		250.80	250.80
79616	FA/6713/2018	NULL		248.00	248.00
79616	F/000569/18	NULL		351.06	351.06
79616	F/000575/18	NULL		2103.96	2103.96
79616	P/000174/18	NULL		128.00	128.00
79616	P/000171/18	NULL		159.80	159.80
79616	F/000566/18	NULL		495.56	495.56
79616	P/000172/18	NULL		97.53	97.53
79616	P/000168/18	NULL		8.13	8.13
79616	P/000169/18	NULL		79.70	79.70
79616	F/000568/18	NULL		412.07	412.07
79616	F/000563/18	NULL		338.98	338.98
79616	F/000573/18	NULL		127.95	127.95
79616	F/000571/18	NULL		52.00	52.00
79616	F/000560/18	NULL		285.46	285.46
79616	P/000173/18	NULL		60.36	60.36
79616	F/000562/18	NULL		1063.20	1063.20
79616	P/000175/18	NULL		20.40	20.40
79616	P/000170/18	NULL		24.39	24.39
79616	F/000564/18	NULL		1598.44	1598.44
79616	3094/18	NULL		3236.96	3236.96
79616	F/000572/18	NULL		10.82	10.82
79616	F/000567/18	NULL		105.00	105.00
79616	F/000559/18	NULL		362.22	362.22
79616	F/000561/18	NULL		508.11	508.11
79616	F/000574/18	NULL		83.88	83.88
79616	BI04/2018/4355	NULL		230.00	230.00
79616	F/000570/18	NULL		206.00	206.00
79619	P/000176/18	NULL		56.99	56.99
79619	F/000578/18	NULL		61.54	61.54
79619	F/000577/18	NULL		516.96	516.96
79619	F/000576/18	NULL		118.00	118.00
79619	P/000178/18	NULL		116.76	116.76
79619	P/000177/18	NULL		24.10	24.10
79619	P/000180/18	NULL		24.60	24.60
79619	P/000179/18	NULL		86.40	86.40
79622	F/000581/18	NULL		294.00	294.00
79622	P/000184/18	NULL		107.91	107.91
79622	P/000187/18	NULL		26.40	26.40
79622	P/000188/18	NULL		35.80	35.80
79622	7529/18	NULL		1288.80	1288.80
79622	P/000182/18	NULL		2.60	2.60
79622	F/000583/18	NULL		317.64	317.64
79622	P/000181/18	NULL		70.26	70.26
79622	F/000579/18	NULL		20.00	20.00
79622	P/000183/18	NULL		14.90	14.90
79622	F/000580/18	NULL		142.85	142.85
79622	F/000582/18	NULL		195.67	195.67
79622	FV/01840/12/2018	NULL		3097.69	3097.69
79622	P/000185/18	NULL		20.33	20.33
79622	P/000186/18	NULL		166.45	166.45
79623	F/000584/18	NULL		1719.62	1719.62
79623	F/000589/18	NULL		195.78	195.78
79623	FS-5834/18/WA	NULL		5980.16	5980.16
79623	F/000591/18	NULL		81.28	81.28
79623	F/000592/18	NULL		767.23	767.23
79623	F/000587/18	NULL		68.30	68.30
79623	F/000586/18	NULL		118.00	118.00
79623	P/000189/18	NULL		56.60	56.60
79623	F/000596/18	NULL		252.00	252.00
79623	F/000597/18	NULL		15.72	15.72
79623	F/000590/18	NULL		290.18	290.18
79623	P/000190/18	NULL		10.71	10.71
79623	F/000595/18	NULL		231.96	231.96
79623	F/000588/18	NULL		654.30	654.30
79623	F/000594/18	NULL		359.00	359.00
79623	F/0004/JG/18	NULL		384.00	384.00
79623	F/000593/18	NULL		152.17	152.17
79623	F/000585/18	NULL		1308.65	1308.65
79626	F/000600/18	NULL		200.92	200.92
79626	F/000599/18	NULL		2596.80	2596.80
79626	P/000193/18	NULL		28.90	28.90
79626	P/000191/18	NULL		4.07	4.07
79626	F/000598/18	NULL		130.92	130.92
79626	P/000192/18	NULL		130.59	130.59
79626	P/000195/18	NULL		82.00	82.00
79626	P/000194/18	NULL		379.81	379.81
79627	FS-5648/18/WA	NULL		3606.54	3606.54
79628	F/000006/19	NULL		51.92	51.92
79628	F/000007/19	NULL		71.93	71.93
79628	F/000010/19	NULL		535.40	535.40
79628	F/000002/19	NULL		273.00	273.00
79628	F/000011/19	NULL		747.58	747.58
79628	P/000001/19	NULL		30.08	30.08
79628	F/000005/19	NULL		265.43	265.43
79628	F/000003/19	NULL		2927.29	2927.29
79628	0007/19	NULL		140.00	140.00
79628	F/000001/19	NULL		207.46	207.46
79628	P/000002/19	NULL		97.87	97.87
79628	F/000008/19	NULL		432.63	432.63
79628	F/000004/19	NULL		762.39	762.39
79628	F/000002/19	NULL		791.80	791.80
79628	F/000009/19	NULL		81.27	81.27
79629	F/000028/19	NULL		369.04	369.04
79629	F/000013/19	NULL		538.42	538.42
79629	P/000008/19	NULL		8.41	8.41
79629	F/000029/19	NULL		164.91	164.91
79629	F/000019/19	NULL		445.96	445.96
79629	P/000003/19	NULL		20.70	20.70
79629	F/000027/19	NULL		431.66	431.66
79629	F/000017/19	NULL		94.32	94.32
79629	P/000009/19	NULL		76.43	76.43
79629	F/000018/19	NULL		315.00	315.00
79629	P/000004/19	NULL		23.02	23.02
79629	FA/27/2019	NULL		857.64	857.64
79629	F/000016/19	NULL		566.14	566.14
79629	P/000005/19	NULL		4.07	4.07
79629	F/000026/19	NULL		279.68	279.68
79629	F/000021/19	NULL		234.83	234.83
79629	F/000014/19	NULL		149.25	149.25
79629	F/000032/19	NULL		79.08	79.08
79629	FV00062/19	NULL		1033.44	1033.44
79629	F/000030/19	NULL		149.71	149.71
79629	F/000024/19	NULL		918.10	918.10
79629	P/000006/19	NULL		52.00	52.00
79629	F/000020/19	NULL		303.24	303.24
79629	F/000015/19	NULL		1211.28	1211.28
79629	P/000007/19	NULL		97.56	97.56
79629	P/000010/19	NULL		81.32	81.32
79629	F/000031/19	NULL		307.27	307.27
79629	F/000022/19	NULL		86.00	86.00
79629	F/000023/19	NULL		332.98	332.98
79629	F/000012/19	NULL		332.21	332.21
79629	F/000025/19	NULL		503.29	503.29
79630	F/000039/19	NULL		345.10	345.10
79630	F/000034/19	NULL		275.71	275.71
79630	F/000033/19	NULL		272.43	272.43
79630	F/000040/19	NULL		507.60	507.60
79630	P/000012/19	NULL		9.93	9.93
79630	F/000037/19	NULL		461.04	461.04
79630	F/000044/19	NULL		444.32	444.32
79630	F/000045/19	NULL		120.16	120.16
79630	F/000035/19	NULL		709.22	709.22
79630	F/000036/19	NULL		320.25	320.25
79630	P/000011/19	NULL		73.17	73.17
79630	F/000043/19	NULL		478.84	478.84
79630	F/000041/19	NULL		560.37	560.37
79630	FV/0012/01/2019	NULL		2201.76	2201.76
79630	F/000042/19	NULL		500.00	500.00
79630	F/000046/19	NULL		82.43	82.43
79630	F/000038/19	NULL		1026.32	1026.32
79633	F/000065/19	NULL		102.53	102.53
79633	F/000052/19	NULL		123.64	123.64
79633	F/000064/19	NULL		312.74	312.74
79633	F/000062/19	NULL		286.80	286.80
79633	F/000057/19	NULL		30.90	30.90
79633	F/000047/19	NULL		255.76	255.76
79633	F/000050/19	NULL		375.71	375.71
79633	F/000055/19	NULL		343.79	343.79
79633	F/000059/19	NULL		104.77	104.77
79633	P/000013/19	NULL		55.60	55.60
79633	F/000048/19	NULL		398.03	398.03
79633	P/000014/19	NULL		15.47	15.47
79633	F/000056/19	NULL		66.60	66.60
79633	F/000063/19	NULL		246.50	246.50
79633	F/000061/19	NULL		118.00	118.00
79633	F/000058/19	NULL		659.90	659.90
79633	F/000051/19	NULL		165.75	165.75
79633	F/000054/19	NULL		594.43	594.43
79633	F/000053/19	NULL		92.92	92.92
79633	F/000060/19	NULL		60.78	60.78
79633	F/000049/19	NULL		340.43	340.43
79634	F/000072/19	NULL		144.90	144.90
79634	F/000073/19	NULL		70.00	70.00
79634	P/000017/19	NULL		190.34	190.34
79634	F/000067/19	NULL		180.12	180.12
79634	F/000068/19	NULL		404.53	404.53
79634	F/000069/19	NULL		495.46	495.46
79634	F/000066/19	NULL		65.86	65.86
79634	61/01/2019	NULL		255.84	255.84
79634	F/000074/19	NULL		273.45	273.45
79634	P/000016/19	NULL		32.52	32.52
79634	P/000015/19	NULL		11.92	11.92
79634	F/000071/19	NULL		971.94	971.94
79634	F/000070/19	NULL		319.05	319.05
79635	F/000086/19	NULL		393.49	393.49
79635	P/000020/19	NULL		62.77	62.77
79635	P/000021/19	NULL		63.54	63.54
79635	P/000019/19	NULL		32.52	32.52
79635	P/000018/19	NULL		22.70	22.70
79635	00209/1/19/FVS	NULL		394.25	394.25
79635	F/000083/19	NULL		166.14	166.14
79635	F/000077/19	NULL		439.55	439.55
79635	F/000080/19	NULL		308.49	308.49
79635	F/000085/19	NULL		22.00	22.00
79635	F/000087/19	NULL		543.06	543.06
79635	F/000082/19	NULL		54.66	54.66
79635	F/000084/19	NULL		218.40	218.40
79635	P/000022/19	NULL		9.77	9.77
79635	F/000076/19	NULL		397.73	397.73
79635	F/000078/19	NULL		214.38	214.38
79635	F/000079/19	NULL		123.60	123.60
79635	F/000081/19	NULL		52.76	52.76
79635	F/000075/19	NULL		184.16	184.16
79636	P/000023/19	NULL		19.18	19.18
79636	F/000097/19	NULL		81.31	81.31
79636	P/000026/19	NULL		78.29	78.29
79636	F/000096/19	NULL		207.28	207.28
79636	F/000098/19	NULL		133.54	133.54
79636	P/000025/19	NULL		21.00	21.00
79636	F/000091/19	NULL		2749.60	2749.60
79636	F/000093/19	NULL		338.88	338.88
79636	F/000090/19	NULL		339.60	339.60
79636	F/000089/19	NULL		113.03	113.03
79636	F/000092/19	NULL		154.62	154.62
79636	FV00258/19	NULL		406.00	406.00
79636	F/000094/19	NULL		653.94	653.94
79636	F/000088/19	NULL		15.47	15.47
79636	P/000024/19	NULL		10.57	10.57
79636	F/000095/19	NULL		91.04	91.04
79636	FA/WRO/138/2019	NULL		14.00	14.00
79636	F/00024/19	NULL		1275.20	1275.20
79637	F/000113/19	NULL		5401.00	5401.00
79637	F/000110/19	NULL		482.50	482.50
79637	F/000099/19	NULL		309.00	309.00
79637	P/000031/19	NULL		15.60	15.60
79637	F/000102/19	NULL		567.00	567.00
79637	F/000116/19	NULL		471.84	471.84
79637	F/000104/19	NULL		22.31	22.31
79637	F/000112/19	NULL		165.39	165.39
79637	F/000111/19	NULL		294.20	294.20
79637	P/000027/19	NULL		32.72	32.72
79637	P/000029/19	NULL		19.86	19.86
79637	00095/1/19/FVS	NULL		9492.71	9492.71
79637	F/000109/19	NULL		306.88	306.88
79637	F/000101/19	NULL		410.65	410.65
79637	P/000028/19	NULL		214.56	214.56
79637	F/000117/19	NULL		273.56	273.56
79637	F/000114/19	NULL		381.59	381.59
79637	F/000108/19	NULL		29.24	29.24
79637	F/000106/19	NULL		345.71	345.71
79637	F/000115/19	NULL		57.67	57.67
79637	F/000100/19	NULL		240.00	240.00
79637	F/000107/19	NULL		258.20	258.20
79637	F/000105/19	NULL		92.31	92.31
79637	FA/WRO/137/2019	NULL		4855.28	4855.28
79637	F/000103/19	NULL		979.38	979.38
79637	P/000030/19	NULL		10.57	10.57
79640	P/000036/19	NULL		65.05	65.05
79640	7/01/2019	NULL		1975.00	1975.00
79640	F/000124/19	NULL		73.28	73.28
79640	F/000127/19	NULL		441.06	441.06
79640	F/000126/19	NULL		19.20	19.20
79640	F/000129/19	NULL		3673.85	3673.85
79640	1819000242	NULL		1105.20	1105.20
79640	FA/227/2019	NULL		469.20	469.20
79640	F/000130/19	NULL		84.13	84.13
79640	F/000125/19	NULL		182.20	182.20
79640	P/000035/19	NULL		35.15	35.15
79640	F/000120/19	NULL		135.00	135.00
79640	F/000118/19	NULL		216.40	216.40
79640	P/000032/19	NULL		93.50	93.50
79640	F/000121/19	NULL		181.31	181.31
79640	F/000128/19	NULL		247.20	247.20
79640	F/000119/19	NULL		110.49	110.49
79640	F/000122/19	NULL		483.56	483.56
79640	P/000033/19	NULL		173.33	173.33
79640	F/000123/19	NULL		124.80	124.80
79640	P/000034/19	NULL		121.79	121.79
79641	P/000037/19	NULL		10.57	10.57
79641	1819000314	NULL		11974.51	11974.51
79641	416/01/2019	NULL		1281.60	1281.60
79641	F/000132/19	NULL		222.70	222.70
79641	F/000131/19	NULL		260.35	260.35
79641	P/000038/19	NULL		33.85	33.85
79641	F/000133/19	NULL		412.07	412.07
79642	F/000140/19	NULL		278.79	278.79
79642	F/000134/19	NULL		402.59	402.59
79642	F/000146/19	NULL		56.00	56.00
79642	P/000040/19	NULL		14.64	14.64
79642	F/000137/19	NULL		564.93	564.93
79642	P/000039/19	NULL		348.00	348.00
79642	FA/273/2019	NULL		232.58	232.58
79642	F/000144/19	NULL		96.80	96.80
79642	F/000136/19	NULL		221.00	221.00
79642	F/000138/19	NULL		311.59	311.59
79642	F/000141/19	NULL		3633.84	3633.84
79642	F/000142/19	NULL		411.00	411.00
79642	F/000145/19	NULL		366.72	366.72
79642	F/000135/19	NULL		40.58	40.58
79642	F/000143/19	NULL		210.00	210.00
79642	F/000147/19	NULL		209.28	209.28
79642	F/000139/19	NULL		507.48	507.48
79643	F/000152/19	NULL		563.60	563.60
79643	F/000172/19	NULL		279.40	279.40
79643	FSK-13/19/WAK	NULL		3205.44	3205.44
79643	F/000148/19	NULL		79.17	79.17
79643	F/000173/19	NULL		651.81	651.81
79643	F/000151/19	NULL		815.26	815.26
79643	F/000163/19	NULL		171.27	171.27
79643	F/000154/19	NULL		168.00	168.00
79643	F/000156/19	NULL		123.60	123.60
79643	F/000175/19	NULL		843.40	843.40
79643	F/000149/19	NULL		425.73	425.73
79643	F/000153/19	NULL		135.56	135.56
79643	F/000150/19	NULL		2509.68	2509.68
79643	F/000166/19	NULL		22.70	22.70
79643	F/000167/19	NULL		620.00	620.00
79643	F/000160/19	NULL		296.00	296.00
79643	P/000043/19	NULL		19.60	19.60
79643	F/000171/19	NULL		492.90	492.90
79643	F/000168/19	NULL		604.08	604.08
79643	P/000042/19	NULL		10.98	10.98
79643	F/000157/19	NULL		138.00	138.00
79643	F/000174/19	NULL		281.14	281.14
79643	P/000041/19	NULL		68.30	68.30
79643	F/000165/19	NULL		150.26	150.26
79643	F/000155/19	NULL		32.00	32.00
79643	F/000162/19	NULL		619.08	619.08
79643	F/000169/19	NULL		182.93	182.93
79643	F/000164/19	NULL		167.20	167.20
79643	F/000161/19	NULL		225.65	225.65
79643	F/000158/19	NULL		30.90	30.90
79643	F/000170/19	NULL		42.00	42.00
79643	F/000159/19	NULL		76.25	76.25
79644	P/000047/19	NULL		81.32	81.32
79644	F/000181/19	NULL		61.28	61.28
79644	F/000178/19	NULL		597.59	597.59
79644	P/000046/19	NULL		19.52	19.52
79644	F/000177/19	NULL		861.12	861.12
79644	FA/149/2019	NULL		115.20	115.20
79644	P/000045/19	NULL		17.89	17.89
79644	F/000185/19	NULL		521.81	521.81
79644	F/000180/19	NULL		287.16	287.16
79644	F/000186/19	NULL		1564.80	1564.80
79644	F/000176/19	NULL		247.74	247.74
79644	FV166/2019	NULL		2603.36	2603.36
79644	F/000183/19	NULL		644.80	644.80
79644	F/000184/19	NULL		314.17	314.17
79644	P/000044/19	NULL		360.86	360.86
79644	F/000182/19	NULL		731.46	731.46
79644	F/000179/19	NULL		82.61	82.61
79647	FA/363/2019	NULL		393.60	393.60
79647	P/000048/19	NULL		36.59	36.59
79647	FV00056/01/2019	NULL		170.00	170.00
79647	F/000188/19	NULL		255.76	255.76
79647	F/000189/19	NULL		192.00	192.00
79647	F/00044/19	NULL		2286.00	2286.00
79647	F/000194/19	NULL		213.36	213.36
79647	F/000197/19	NULL		156.12	156.12
79647	F/000202/19	NULL		134.98	134.98
79647	F/000198/19	NULL		207.89	207.89
79647	F/000196/19	NULL		115.84	115.84
79647	P/000054/19	NULL		56.92	56.92
79647	F/000187/19	NULL		81.96	81.96
79647	P/000051/19	NULL		102.60	102.60
79647	F/000195/19	NULL		39.82	39.82
79647	P/000053/19	NULL		1.50	1.50
79647	F/000191/19	NULL		110.46	110.46
79647	F/000192/19	NULL		102.60	102.60
79647	F/000190/19	NULL		903.93	903.93
79647	F/000199/19	NULL		324.00	324.00
79647	F/000200/19	NULL		275.86	275.86
79647	187/01/2019	NULL		127.92	127.92
79647	P/000049/19	NULL		66.66	66.66
