data_int	numer	kontrahent	nip	netto	brutto_proxy
80749	F/000400/22	NULL		673.86	673.86
80749	P/000365/22	NULL		41.43	41.43
80749	F/000401/22	NULL		786.83	786.83
80749	P/000362/22	NULL		35.75	35.75
80749	P/000360/22	NULL		25.56	25.56
80749	F/000397/22	NULL		395.47	395.47
80749	F/000387/22	NULL		97.55	97.55
80749	F/000391/22	NULL		505.20	505.20
80749	P/000366/22	NULL		30.89	30.89
80749	00744/22	NULL		384.00	384.00
80749	F/000402/22	NULL		118.68	118.68
80749	F/000393/22	NULL		979.23	979.23
80749	F/000386/22	NULL		124.36	124.36
80749	F/000405/22	NULL		48.76	48.76
80750	P/000372/22	NULL		60.14	60.14
80750	F/000415/22	NULL		268.18	268.18
80750	7/2022	NULL		223.60	223.60
80750	F/000421/22	NULL		136.57	136.57
80750	P/000377/22	NULL		63.38	63.38
80750	P/000376/22	NULL		4.87	4.87
80750	P/000383/22	NULL		24.39	24.39
80750	P/000379/22	NULL		71.53	71.53
80750	F/000444/22	NULL		1990.37	1990.37
80750	F/000414/22	NULL		561.83	561.83
80750	F/000434/22	NULL		1382.70	1382.70
80750	P/000382/22	NULL		48.77	48.77
80750	F/000441/22	NULL		56.90	56.90
80750	F/000437/22	NULL		115.15	115.15
80750	F/000420/22	NULL		286.16	286.16
80750	F/000438/22	NULL		2879.49	2879.49
80750	00355/1/22/FVS	NULL		1303.90	1303.90
80750	F/000425/22	NULL		69.90	69.90
80750	F/000439/22	NULL		152.79	152.79
80750	F/000419/22	NULL		308.92	308.92
80750	F/000447/22	NULL		295.11	295.11
80750	F/000443/22	NULL		87.53	87.53
80750	P/000373/22	NULL		47.95	47.95
80750	F/000446/22	NULL		954.10	954.10
80750	P/000378/22	NULL		73.14	73.14
80750	FA/381/2022	NULL		452.42	452.42
80750	F/000418/22	NULL		81.29	81.29
80750	F/000412/22	NULL		229.30	229.30
80750	P/000386/22	NULL		40.64	40.64
80750	P/000384/22	NULL		81.29	81.29
80750	P/000375/22	NULL		40.64	40.64
80750	F/000422/22	NULL		40.64	40.64
80750	F/000410/22	NULL		1006.06	1006.06
80750	F/000440/22	NULL		34.94	34.94
80750	F/000416/22	NULL		65.03	65.03
80750	F/000429/22	NULL		104.52	104.52
80750	PK/000005/22	NULL		48.76	48.76
80750	P/000374/22	NULL		39.83	39.83
80750	F/000445/22	NULL		4028.32	4028.32
80750	P/000368/22	NULL		95.89	95.89
80750	F/000417/22	NULL		56.23	56.23
80750	F/000433/22	NULL		313.35	313.35
80750	P/000371/22	NULL		30.15	30.15
80750	F/000436/22	NULL		630.52	630.52
80750	F/000074/22	NULL		1264.88	1264.88
80750	P/000385/22	NULL		58.02	58.02
80750	7/2022zakup	NULL		352.80	352.80
80750	P/000369/22	NULL		148.51	148.51
80750	F/000423/22	NULL		161.64	161.64
80750	F/000435/22	NULL		82.90	82.90
80750	F/000409/22	NULL		1230.76	1230.76
80750	F/000424/22	NULL		204.76	204.76
80750	P/000381/22	NULL		305.68	305.68
80750	P/000370/22	NULL		37.38	37.38
80750	F/000426/22	NULL		188.02	188.02
80750	F/000413/22	NULL		1256.21	1256.21
80750	F/000430/22	NULL		186.96	186.96
80750	F/000411/22	NULL		2790.54	2790.54
80750	F/000442/22	NULL		1337.18	1337.18
80750	P/000380/22	NULL		39.00	39.00
80750	F/000431/22	NULL		422.55	422.55
80750	F/000427/22	NULL		292.66	292.66
80750	F/000428/22	NULL		410.29	410.29
80750	F/000432/22	NULL		45.52	45.52
80753	P/000403/22	NULL		60.97	60.97
80753	P/000389/22	NULL		37.47	37.47
80753	P/000394/22	NULL		46.33	46.33
80753	P/000387/22	NULL		7.72	7.72
80753	P/000404/22	NULL		47.95	47.95
80753	P/000401/22	NULL		37.38	37.38
80753	F/000458/22	NULL		44.71	44.71
80753	F/000464/22	NULL		116.24	116.24
80753	P/000390/22	NULL		78.00	78.00
80753	F/000459/22	NULL		177.22	177.22
80753	P/000395/22	NULL		41.45	41.45
80753	P/000399/22	NULL		33.30	33.30
80753	P/000407/22	NULL		211.95	211.95
80753	F/000460/22	NULL		195.85	195.85
80753	P/000402/22	NULL		75.57	75.57
80753	F/000452/22	NULL		195.00	195.00
80753	FS-397/22/WA	NULL		1736.92	1736.92
80753	F/000451/22	NULL		439.20	439.20
80753	F/000461/22	NULL		32.50	32.50
80753	F/000468/22	NULL		64.00	64.00
80753	F/000457/22	NULL		47.15	47.15
80753	P/000388/22	NULL		39.00	39.00
80753	F/000454/22	NULL		56.07	56.07
80753	F/000450/22	NULL		14.63	14.63
80753	P/000398/22	NULL		33.31	33.31
80753	F/000449/22	NULL		97.52	97.52
80753	FA/396/2022	NULL		240.79	240.79
80753	P/000408/22	NULL		11.37	11.37
80753	P/000400/22	NULL		71.52	71.52
80753	F/000467/22	NULL		10.50	10.50
80753	P/000396/22	NULL		40.64	40.64
80753	F/000455/22	NULL		796.74	796.74
80753	F/000456/22	NULL		45.52	45.52
80753	P/000397/22	NULL		64.19	64.19
80753	P/000406/22	NULL		74.76	74.76
80753	F/000463/22	NULL		216.24	216.24
80753	F/000462/22	NULL		436.04	436.04
80753	P/000393/22	NULL		47.95	47.95
80753	F/000448/22	NULL		803.70	803.70
80753	P/000409/22	NULL		30.40	30.40
80753	P/000392/22	NULL		43.87	43.87
80753	P/000405/22	NULL		37.38	37.38
80753	F/000465/22	NULL		45.52	45.52
80753	F/000466/22	NULL		114.95	114.95
80753	F/000453/22	NULL		68.28	68.28
80754	F/000487/22	NULL		694.60	694.60
80754	P/000415/22	NULL		42.24	42.24
80754	726/02/2022	NULL		740.44	740.44
80754	F 0146/01/22/B	NULL		75.00	75.00
80754	F/000473/22	NULL		588.02	588.02
80754	P/000413/22	NULL		37.38	37.38
80754	P/000424/22	NULL		44.72	44.72
80754	P/000418/22	NULL		104.04	104.04
80754	760/02/2022	NULL		252.48	252.48
80754	658/22/M	NULL		1199.80	1199.80
80754	PK/000006/22	NULL		.00	.00
80754	P/000422/22	NULL		48.21	48.21
80754	P/000420/22	NULL		23.56	23.56
80754	P/000417/22	NULL		21.12	21.12
80754	F/000482/22	NULL		787.04	787.04
80754	F/000471/22	NULL		227.60	227.60
80754	F/000470/22	NULL		146.74	146.74
80754	F/000474/22	NULL		1000.01	1000.01
80754	275/FRESHTEK/2022	NULL		4180.44	4180.44
80754	FA/431/2022	NULL		218.88	218.88
80754	F/000479/22	NULL		539.94	539.94
80754	F/000481/22	NULL		109.74	109.74
80754	F/000476/22	NULL		35.76	35.76
80754	F/000485/22	NULL		439.68	439.68
80754	P/000410/22	NULL		31.69	31.69
80754	00005/02/2022	NULL		640.00	640.00
80754	F/000475/22	NULL		139.00	139.00
80754	F/000484/22	NULL		429.26	429.26
80754	P/000425/22	NULL		52.85	52.85
80754	F/000477/22	NULL		1655.50	1655.50
80754	P/000414/22	NULL		162.58	162.58
80754	P/000423/22	NULL		40.67	40.67
80754	F/000483/22	NULL		73.15	73.15
80754	F/000469/22	NULL		105.02	105.02
80754	P/000419/22	NULL		8.12	8.12
80754	P/000416/22	NULL		11.93	11.93
80754	F/000486/22	NULL		304.72	304.72
80754	P/000411/22	NULL		39.81	39.81
80754	F/000480/22	NULL		680.06	680.06
80754	P/000421/22	NULL		60.14	60.14
80754	F/000472/22	NULL		3787.20	3787.20
80754	P/000412/22	NULL		170.75	170.75
80754	F/000478/22	NULL		444.03	444.03
80755	F/000497/22	NULL		59.34	59.34
80755	F/000490/22	NULL		307.18	307.18
80755	F/000493/22	NULL		39.00	39.00
80755	P/000432/22	NULL		37.38	37.38
80755	F/000509/22	NULL		446.20	446.20
80755	F/000495/22	NULL		240.40	240.40
80755	F/000494/22	NULL		72.35	72.35
80755	P/000428/22	NULL		40.64	40.64
80755	FV/0015/02/2022	NULL		2522.40	2522.40
80755	P/000433/22	NULL		124.36	124.36
80755	P/000443/22	NULL		8.40	8.40
80755	F/000489/22	NULL		104.00	104.00
80755	PK/000007/22	NULL		36.55	36.55
80755	F/000510/22	NULL		2386.74	2386.74
80755	P/000442/22	NULL		116.16	116.16
80755	P/000437/22	NULL		52.84	52.84
80755	F/000502/22	NULL		1919.48	1919.48
80755	F/000507/22	NULL		442.11	442.11
80755	F/000506/22	NULL		618.52	618.52
80755	F/000501/22	NULL		18.69	18.69
80755	F/000499/22	NULL		473.40	473.40
80755	0140/22	NULL		3786.88	3786.88
80755	F/000500/22	NULL		101.59	101.59
80755	P/000434/22	NULL		32.52	32.52
80755	P/000444/22	NULL		46.33	46.33
80755	F/000498/22	NULL		125.18	125.18
80755	F/000488/22	NULL		133.28	133.28
80755	F/000496/22	NULL		280.46	280.46
80755	P/000439/22	NULL		73.16	73.16
80755	F/000491/22	NULL		39.00	39.00
80755	783/OKR/2022	NULL		2339.25	2339.25
80755	P/000426/22	NULL		39.00	39.00
80755	771/02/2022	NULL		501.40	501.40
80755	P/000436/22	NULL		40.64	40.64
80755	P/000427/22	NULL		41.43	41.43
80755	P/000429/22	NULL		39.00	39.00
80755	F/000508/22	NULL		205.33	205.33
80755	P/000440/22	NULL		381.29	381.29
80755	24/P/02/2022	NULL		1167.40	1167.40
80755	F/000304/22	NULL		247.50	247.50
80755	PK/000008/22	NULL		.00	.00
80755	P/000430/22	NULL		45.52	45.52
80755	FS/270/2022	NULL		3045.63	3045.63
80755	P/000435/22	NULL		90.23	90.23
80755	P/000441/22	NULL		266.62	266.62
80755	F/000504/22	NULL		301.17	301.17
80755	P/000445/22	NULL		25.38	25.38
80755	F/000505/22	NULL		419.52	419.52
80755	P/000431/22	NULL		69.12	69.12
80755	F/000492/22	NULL		39.00	39.00
80755	F/000503/22	NULL		21.13	21.13
80756	F/000533/22	NULL		210.00	210.00
80756	F/000518/22	NULL		149.48	149.48
80756	P/000453/22	NULL		55.27	55.27
80756	F/000519/22	NULL		136.56	136.56
80756	F/000529/22	NULL		85.80	85.80
80756	F/000530/22	NULL		609.70	609.70
80756	F/000513/22	NULL		98.33	98.33
80756	F/000520/22	NULL		82.51	82.51
80756	P/000456/22	NULL		66.62	66.62
80756	F/000515/22	NULL		101.60	101.60
80756	F/000523/22	NULL		98.32	98.32
80756	F/000521/22	NULL		105.62	105.62
80756	F/000512/22	NULL		105.72	105.72
80756	F/000514/22	NULL		78.00	78.00
80756	F/000525/22	NULL		373.44	373.44
80756	FA/2022/02/31	NULL		2373.74	2373.74
80756	F/000528/22	NULL		24.85	24.85
80756	P/000451/22	NULL		35.75	35.75
80756	F/000524/22	NULL		35.75	35.75
80756	F/000522/22	NULL		242.98	242.98
80756	F/000526/22	NULL		108.92	108.92
80756	F/000511/22	NULL		43.88	43.88
80756	F/000527/22	NULL		138.20	138.20
80756	F/000532/22	NULL		1436.21	1436.21
80756	P/000449/22	NULL		40.64	40.64
80756	P/000452/22	NULL		35.76	35.76
80756	P/000454/22	NULL		55.26	55.26
80756	P/000447/22	NULL		18.68	18.68
80756	FV 475/2022	NULL		2706.70	2706.70
80756	P/000450/22	NULL		39.82	39.82
80756	P/000455/22	NULL		14.63	14.63
80756	F/000531/22	NULL		2359.87	2359.87
80756	P/000446/22	NULL		75.57	75.57
80756	F/000534/22	NULL		700.75	700.75
80756	P/000448/22	NULL		35.74	35.74
80756	F/000517/22	NULL		65.03	65.03
80756	F/000516/22	NULL		78.00	78.00
80757	F/000549/22	NULL		687.11	687.11
80757	F/000535/22	NULL		169.04	169.04
80757	FV00009/02/2022	NULL		3761.50	3761.50
80757	P/000459/22	NULL		38.75	38.75
80757	F/000554/22	NULL		346.19	346.19
80757	P/000470/22	NULL		105.68	105.68
80757	P/000471/22	NULL		96.32	96.32
80757	F/000546/22	NULL		1134.30	1134.30
80757	F/000542/22	NULL		55.26	55.26
80757	P/000460/22	NULL		154.46	154.46
80757	P/000457/22	NULL		40.64	40.64
80757	F/000538/22	NULL		357.68	357.68
80757	P/000462/22	NULL		156.90	156.90
80757	P/000458/22	NULL		218.67	218.67
80757	F/000548/22	NULL		252.02	252.02
80757	F/000540/22	NULL		104.88	104.88
80757	F/000544/22	NULL		229.36	229.36
80757	P/000463/22	NULL		22.76	22.76
80757	P/000465/22	NULL		37.38	37.38
80757	P/000468/22	NULL		25.19	25.19
80757	F/000537/22	NULL		46.29	46.29
80757	P/000466/22	NULL		128.40	128.40
80757	P/000469/22	NULL		29.25	29.25
80757	P/000464/22	NULL		45.52	45.52
80757	F/000545/22	NULL		146.32	146.32
80757	F/000543/22	NULL		153.40	153.40
80757	F/000541/22	NULL		52.02	52.02
80757	235/MAG/2022	NULL		1940.00	1940.00
80757	P/000473/22	NULL		64.19	64.19
80757	F/000555/22	NULL		1132.38	1132.38
80757	F/000536/22	NULL		28.43	28.43
80757	F/000044/02/22	NULL		840.00	840.00
80757	01027/22	NULL		301.59	301.59
80757	F/000552/22	NULL		582.29	582.29
80757	F/000550/22	NULL		718.32	718.32
80757	F/000553/22	NULL		646.08	646.08
80757	P/000467/22	NULL		26.81	26.81
80757	P/000472/22	NULL		22.74	22.74
80757	F/000547/22	NULL		60.95	60.95
80757	P/000461/22	NULL		82.10	82.10
80757	F/000539/22	NULL		45.52	45.52
80757	F/000551/22	NULL		30.87	30.87
80759	FA/281/2022	NULL		3523.59	3523.59
80760	F/000568/22	NULL		545.28	545.28
80760	P/000491/22	NULL		55.26	55.26
80760	P/000511/22	NULL		79.62	79.62
80760	F/000565/22	NULL		136.57	136.57
80760	F/000560/22	NULL		21.12	21.12
80760	F/000561/22	NULL		30.88	30.88
80760	P/000516/22	NULL		15.05	15.05
80760	FA/WRO/347/2022	NULL		6331.87	6331.87
80760	916/OKR/2022	NULL		3073.95	3073.95
80760	F/000572/22	NULL		184.00	184.00
80760	FV 515/2022	NULL		2850.15	2850.15
80760	P/000504/22	NULL		74.76	74.76
80760	P/000515/22	NULL		66.65	66.65
80760	P/000496/22	NULL		22.75	22.75
80760	P/000482/22	NULL		43.14	43.14
80760	F/000570/22	NULL		282.91	282.91
80760	P/000476/22	NULL		36.56	36.56
80760	P/000490/22	NULL		40.64	40.64
80760	P/000493/22	NULL		208.91	208.91
80760	P/000481/22	NULL		39.82	39.82
80760	P/000508/22	NULL		91.01	91.01
80760	F/000571/22	NULL		270.00	270.00
80760	P/000477/22	NULL		68.27	68.27
80760	P/000499/22	NULL		40.63	40.63
80760	17/OKR/2022	NULL		3073.95	3073.95
80760	P/000494/22	NULL		60.14	60.14
80760	P/000495/22	NULL		40.64	40.64
80760	789/22/M	NULL		2105.70	2105.70
80760	P/000513/22	NULL		28.00	28.00
80760	F/000569/22	NULL		195.34	195.34
80760	P/000484/22	NULL		44.71	44.71
80760	P/000474/22	NULL		34.94	34.94
80760	P/000498/22	NULL		53.64	53.64
80760	F/000566/22	NULL		334.12	334.12
80760	F/000558/22	NULL		339.77	339.77
80760	P/000505/22	NULL		110.56	110.56
80760	F/000557/22	NULL		714.70	714.70
80760	P/000487/22	NULL		30.15	30.15
80760	P/000480/22	NULL		40.64	40.64
80760	P/000500/22	NULL		56.77	56.77
80760	F/000556/22	NULL		827.60	827.60
80760	P/000486/22	NULL		46.31	46.31
80760	P/000478/22	NULL		398.37	398.37
80760	P/000514/22	NULL		20.32	20.32
80760	P/000497/22	NULL		66.66	66.66
80760	F/000562/22	NULL		45.52	45.52
80760	P/000475/22	NULL		34.11	34.11
80760	P/000479/22	NULL		21.12	21.12
80760	F/000563/22	NULL		88.60	88.60
80760	F/000564/22	NULL		319.56	319.56
80760	P/000512/22	NULL		43.12	43.12
80760	P/000489/22	NULL		40.64	40.64
80760	P/000492/22	NULL		17.05	17.05
80760	P/000510/22	NULL		38.89	38.89
80760	P/000507/22	NULL		83.06	83.06
80760	F/000559/22	NULL		40.64	40.64
80760	P/000501/22	NULL		73.15	73.15
80760	P/000506/22	NULL		8.13	8.13
80760	P/000509/22	NULL		78.00	78.00
80760	P/000483/22	NULL		23.56	23.56
80760	P/000488/22	NULL		30.15	30.15
80760	F/000574/22	NULL		170.72	170.72
80760	F/000567/22	NULL		128.45	128.45
80760	P/000502/22	NULL		94.26	94.26
80760	P/000485/22	NULL		36.58	36.58
80760	P/000503/22	NULL		40.62	40.62
80760	F/000573/22	NULL		782.91	782.91
80761	F/000584/22	NULL		1076.04	1076.04
80761	F/000587/22	NULL		1092.64	1092.64
80761	F/000578/22	NULL		57.69	57.69
80761	P/000527/22	NULL		34.12	34.12
80761	F/000586/22	NULL		293.71	293.71
80761	P/000534/22	NULL		36.32	36.32
80761	P/000536/22	NULL		13.81	13.81
80761	P/000537/22	NULL		32.44	32.44
80761	F/000589/22	NULL		99.18	99.18
80761	P/000525/22	NULL		34.95	34.95
80761	P/000520/22	NULL		81.29	81.29
80761	P/000521/22	NULL		48.76	48.76
80761	F/000593/22	NULL		55.24	55.24
80761	P/000518/22	NULL		130.07	130.07
80761	F/000575/22	NULL		835.35	835.35
80761	P/000530/22	NULL		38.19	38.19
80761	P/000531/22	NULL		55.26	55.26
80761	F/000577/22	NULL		195.90	195.90
80761	P/000538/22	NULL		22.76	22.76
80761	F/000591/22	NULL		39.02	39.02
80761	F/000590/22	NULL		36.83	36.83
80761	P/000532/22	NULL		40.64	40.64
80761	P/000519/22	NULL		78.00	78.00
80761	P/000524/22	NULL		10.55	10.55
80761	000675/22	NULL		811.48	811.48
80761	F/000595/22	NULL		65.03	65.03
80761	P/000529/22	NULL		37.38	37.38
80761	F/000585/22	NULL		178.83	178.83
80761	P/000517/22	NULL		81.29	81.29
80761	F/000594/22	NULL		172.34	172.34
80761	F/000582/22	NULL		39.00	39.00
80761	F/000588/22	NULL		515.23	515.23
80761	P/000533/22	NULL		7.97	7.97
80761	P/000526/22	NULL		39.00	39.00
80761	P/000539/22	NULL		48.76	48.76
80761	P/000522/22	NULL		34.14	34.14
80761	F/000592/22	NULL		2633.91	2633.91
80761	P/000535/22	NULL		93.49	93.49
80761	P/000523/22	NULL		31.69	31.69
80761	F/000596/22	NULL		2523.12	2523.12
80761	P/000540/22	NULL		48.77	48.77
80761	F/000579/22	NULL		44.71	44.71
80761	P/000528/22	NULL		33.33	33.33
80761	F/000581/22	NULL		62.59	62.59
80761	F/000576/22	NULL		120.26	120.26
80761	F/000583/22	NULL		16.26	16.26
80761	F/000580/22	NULL		195.90	195.90
80762	F/000599/22	NULL		6003.16	6003.16
80762	F/000597/22	NULL		432.16	432.16
80762	F/000603/22	NULL		34.14	34.14
80762	F/000615/22	NULL		167.70	167.70
80762	F/000621/22	NULL		278.04	278.04
80762	P/000544/22	NULL		45.52	45.52
80762	P/000555/22	NULL		6.50	6.50
80762	P/000547/22	NULL		352.02	352.02
80762	F/000607/22	NULL		104.88	104.88
80762	F/000613/22	NULL		135.18	135.18
80762	F/000601/22	NULL		34.12	34.12
80762	F/000609/22	NULL		381.27	381.27
80762	F/000614/22	NULL		157.71	157.71
80762	F/000611/22	NULL		149.40	149.40
80762	P/000545/22	NULL		37.38	37.38
80762	P/000542/22	NULL		60.02	60.02
80762	90/02/2022	NULL		211.46	211.46
80762	F/000604/22	NULL		34.93	34.93
80762	F/000618/22	NULL		155.24	155.24
80762	P/000541/22	NULL		39.00	39.00
80762	F/000605/22	NULL		54.43	54.43
80762	F/000622/22	NULL		109.99	109.99
80762	P/000549/22	NULL		80.48	80.48
80762	F/000610/22	NULL		151.07	151.07
80762	F/000606/22	NULL		38.20	38.20
80762	P/000548/22	NULL		49.56	49.56
80762	P/000553/22	NULL		28.45	28.45
80762	P/000556/22	NULL		16.25	16.25
80762	P/000552/22	NULL		71.73	71.73
80762	P/000550/22	NULL		47.95	47.95
80762	F/000608/22	NULL		125.19	125.19
80762	F/000619/22	NULL		138.19	138.19
80762	F/000620/22	NULL		126.01	126.01
80762	F/000623/22	NULL		123.36	123.36
80762	F/000600/22	NULL		78.83	78.83
80762	P/000557/22	NULL		23.57	23.57
80762	P/000551/22	NULL		11.93	11.93
80762	F/000598/22	NULL		377.20	377.20
80762	P/000543/22	NULL		36.56	36.56
80762	F/000602/22	NULL		63.41	63.41
80762	P/000546/22	NULL		117.86	117.86
80762	F/000616/22	NULL		941.92	941.92
80762	P/000554/22	NULL		123.07	123.07
80762	F/000612/22	NULL		546.38	546.38
80762	F/000617/22	NULL		376.82	376.82
80763	P/000563/22	NULL		40.64	40.64
80763	P/000570/22	NULL		21.94	21.94
80763	F/000679/22	NULL		174.37	174.37
80763	F/000654/22	NULL		1015.96	1015.96
80763	P/000568/22	NULL		24.37	24.37
80763	F/000627/22	NULL		243.20	243.20
80763	F/000640/22	NULL		556.86	556.86
80763	F/000657/22	NULL		278.93	278.93
80763	F/000655/22	NULL		150.39	150.39
80763	P/000562/22	NULL		40.64	40.64
80763	F/000678/22	NULL		414.00	414.00
80763	F/000636/22	NULL		225.96	225.96
80763	F/000639/22	NULL		50.00	50.00
80763	F/000624/22	NULL		192.67	192.67
80763	F/000629/22	NULL		40.64	40.64
80763	F/000658/22	NULL		736.31	736.31
80763	F/000641/22	NULL		211.37	211.37
80763	P/000565/22	NULL		77.20	77.20
80763	01094/22	NULL		360.30	360.30
80763	P/000561/22	NULL		31.69	31.69
80763	F/000677/22	NULL		750.94	750.94
80763	F/000672/22	NULL		1528.85	1528.85
80763	265/MAG/2022	NULL		89.43	89.43
80763	P/000558/22	NULL		184.42	184.42
80763	F/000635/22	NULL		971.89	971.89
80763	F/000642/22	NULL		113.00	113.00
80763	F/000667/22	NULL		1059.96	1059.96
80763	P/000560/22	NULL		44.71	44.71
80763	F/000661/22	NULL		752.96	752.96
80763	P/000566/22	NULL		105.68	105.68
80763	F/000664/22	NULL		44.71	44.71
80763	P/000571/22	NULL		11.37	11.37
80763	F/000647/22	NULL		621.51	621.51
80763	F/000663/22	NULL		191.86	191.86
80763	F/000671/22	NULL		59.34	59.34
80763	F/000645/22	NULL		665.24	665.24
80763	F/000631/22	NULL		108.93	108.93
80763	F/000670/22	NULL		245.52	245.52
80763	F/000650/22	NULL		37.05	37.05
80763	F/000652/22	NULL		30.88	30.88
80763	F/000666/22	NULL		252.02	252.02
80763	F/000651/22	NULL		245.50	245.50
80763	F/000653/22	NULL		252.01	252.01
80763	F/000649/22	NULL		323.56	323.56
80763	F/000643/22	NULL		397.18	397.18
80763	F/000644/22	NULL		40.64	40.64
80763	P/000559/22	NULL		56.07	56.07
80763	F/000674/22	NULL		287.36	287.36
80763	F/000676/22	NULL		74.78	74.78
80763	P/000569/22	NULL		40.64	40.64
80763	F/000633/22	NULL		40.64	40.64
80763	F/000660/22	NULL		392.36	392.36
80763	F/000659/22	NULL		1133.48	1133.48
80763	F/000668/22	NULL		2228.75	2228.75
80763	F/000665/22	NULL		2914.51	2914.51
80763	P/000567/22	NULL		112.19	112.19
80763	F/000638/22	NULL		1335.96	1335.96
80763	F/000634/22	NULL		242.58	242.58
80763	F/000648/22	NULL		485.52	485.52
80763	F/000669/22	NULL		232.25	232.25
80763	P/000572/22	NULL		20.32	20.32
80763	F/000637/22	NULL		175.54	175.54
80763	131/2/2022	NULL		47.96	47.96
80763	F/000675/22	NULL		42.24	42.24
80763	F/000632/22	NULL		137.38	137.38
80763	P/000564/22	NULL		105.64	105.64
80763	F/000656/22	NULL		151.19	151.19
80763	F/000625/22	NULL		579.14	579.14
80763	F/000628/22	NULL		66.66	66.66
80763	F/000673/22	NULL		296.96	296.96
80763	F/000630/22	NULL		33.33	33.33
80763	F/000626/22	NULL		910.46	910.46
80763	F/000662/22	NULL		397.04	397.04
80763	F/000646/22	NULL		52.00	52.00
80764	F/000694/22	NULL		680.36	680.36
80764	F/000691/22	NULL		105.60	105.60
80764	940/22/M	NULL		160.00	160.00
80764	P/000588/22	NULL		96.73	96.73
80764	P/000586/22	NULL		17.40	17.40
80764	P/000593/22	NULL		70.72	70.72
80764	P/000594/22	NULL		4.06	4.06
80764	P/000591/22	NULL		24.38	24.38
80764	P/000589/22	NULL		36.56	36.56
80764	P/000574/22	NULL		42.26	42.26
80764	P/000597/22	NULL		52.85	52.85
80764	F/000685/22	NULL		102.80	102.80
80764	P/000584/22	NULL		40.64	40.64
80764	F/000681/22	NULL		71.82	71.82
80764	F/000693/22	NULL		109.56	109.56
80764	F/000687/22	NULL		92.48	92.48
80764	P/000590/22	NULL		81.28	81.28
80764	F/000686/22	NULL		74.76	74.76
80764	F/000692/22	NULL		285.06	285.06
80764	F/000695/22	NULL		47.32	47.32
80764	P/000583/22	NULL		57.57	57.57
80764	F/000688/22	NULL		297.97	297.97
80764	P/000595/22	NULL		55.15	55.15
80764	P/000581/22	NULL		125.18	125.18
80764	P/000596/22	NULL		313.00	313.00
80764	63/2022	NULL		1174.91	1174.91
80764	P/000585/22	NULL		45.52	45.52
80764	F/000123/22	NULL		1249.00	1249.00
80764	F/000689/22	NULL		573.91	573.91
80764	FVK/0003/02/2022	NULL		2522.40	2522.40
80764	F/000680/22	NULL		215.00	215.00
80764	F/000683/22	NULL		193.48	193.48
80764	F/000684/22	NULL		127.64	127.64
80764	P/000575/22	NULL		36.58	36.58
80764	F/000690/22	NULL		82.06	82.06
80764	P/000579/22	NULL		35.76	35.76
80764	FA/615/2022	NULL		1613.81	1613.81
80764	P/000592/22	NULL		30.15	30.15
80764	P/000578/22	NULL		81.29	81.29
80764	F/000682/22	NULL		270.64	270.64
80764	F/000696/22	NULL		979.83	979.83
80764	P/000580/22	NULL		48.51	48.51
80764	P/000582/22	NULL		40.64	40.64
80764	P/000573/22	NULL		39.00	39.00
80764	P/000577/22	NULL		42.35	42.35
80764	P/000587/22	NULL		24.38	24.38
80764	126/02/2022	NULL		37.02	37.02
80767	P/000631/22	NULL		164.18	164.18
80767	P/000620/22	NULL		105.72	105.72
80767	F/000718/22	NULL		175.38	175.38
80767	P/000636/22	NULL		32.59	32.59
80767	F/000712/22	NULL		160.96	160.96
80767	P/000616/22	NULL		237.38	237.38
80767	F/000704/22	NULL		28.44	28.44
80767	F/000717/22	NULL		295.14	295.14
80767	F/000699/22	NULL		208.38	208.38
80767	P/000609/22	NULL		69.09	69.09
80767	F/000722/22	NULL		508.50	508.50
80767	F/000715/22	NULL		455.30	455.30
80767	F/000698/22	NULL		366.86	366.86
80767	F/000707/22	NULL		71.52	71.52
80767	F/000721/22	NULL		335.37	335.37
80767	1096/OKR/2022	NULL		769.94	769.94
80767	P/000611/22	NULL		81.29	81.29
80767	P/000630/22	NULL		58.52	58.52
80767	FS-1290/22/ZW	NULL		1778.96	1778.96
80767	P/000621/22	NULL		38.19	38.19
80767	P/000604/22	NULL		32.59	32.59
80767	FV/70/2022/02	NULL		180.35	180.35
80767	F/000719/22	NULL		234.00	234.00
80767	F/000708/22	NULL		110.56	110.56
80767	P/000605/22	NULL		40.64	40.64
80767	P/000599/22	NULL		39.00	39.00
80767	F/000700/22	NULL		3421.53	3421.53
80767	P/000619/22	NULL		78.00	78.00
80767	P/000614/22	NULL		45.52	45.52
80767	P/000626/22	NULL		46.32	46.32
80767	P/000607/22	NULL		11.93	11.93
80767	P/000606/22	NULL		49.56	49.56
80767	F/000702/22	NULL		168.53	168.53
80767	P/000602/22	NULL		40.62	40.62
80767	1095/OKR/2022	NULL		1343.62	1343.62
80767	P/000625/22	NULL		81.22	81.22
80767	F/000725/22	NULL		1597.52	1597.52
80767	P/000635/22	NULL		53.64	53.64
80767	F/000697/22	NULL		305.58	305.58
80767	P/000615/22	NULL		81.29	81.29
80767	F/000724/22	NULL		3258.74	3258.74
80767	F/000705/22	NULL		45.52	45.52
80767	F/000714/22	NULL		1212.64	1212.64
80767	P/000634/22	NULL		110.56	110.56
80767	P/000612/22	NULL		17.87	17.87
80767	P/000622/22	NULL		91.02	91.02
80767	P/000598/22	NULL		118.68	118.68
80767	P/000633/22	NULL		34.93	34.93
80767	P/000627/22	NULL		103.23	103.23
80767	P/000624/22	NULL		110.56	110.56
